,school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3,total_grades,total_grade_avg
358,1,0,18,1,0,1,1,1,2,3,2,1,2,1,0,0,0,0,0,0,1,1,1,3,3,2,1,2,3,4,10,10,10,30,10.0
359,1,1,18,1,0,1,1,1,0,3,0,1,2,3,0,0,0,0,0,1,1,1,0,5,3,2,1,1,4,0,18,16,16,50,16.666666666666668
360,1,1,18,0,0,0,1,4,0,2,0,0,3,2,0,0,0,0,0,1,1,0,1,4,3,4,1,4,5,0,13,13,13,39,13.0
361,1,0,18,0,0,1,1,1,0,2,1,0,2,2,1,0,0,0,1,0,0,0,0,4,4,3,2,3,5,2,13,12,12,37,12.333333333333334
362,1,1,18,1,1,1,3,3,3,3,1,0,2,2,0,0,1,0,0,1,1,1,1,4,3,2,1,3,3,0,11,11,10,32,10.666666666666666
363,1,1,17,1,0,1,4,4,0,0,0,0,1,2,0,0,1,1,1,1,1,1,1,2,3,4,1,1,1,0,16,15,15,46,15.333333333333334
364,1,1,17,0,1,1,1,2,2,3,0,1,2,2,0,0,0,0,0,0,1,0,0,3,2,2,1,2,3,0,12,11,12,35,11.666666666666666
365,1,0,18,0,1,1,1,3,0,2,0,0,2,2,0,0,1,1,0,1,1,0,0,3,3,4,2,4,3,4,10,10,10,30,10.0
366,1,0,18,1,0,1,4,4,4,3,1,0,2,3,0,0,0,1,0,1,1,1,1,4,2,2,2,2,5,0,13,13,13,39,13.0
367,1,1,17,0,1,1,1,1,2,3,3,0,3,1,1,0,1,1,0,1,1,1,1,5,2,1,1,2,1,0,7,6,0,13,4.333333333333333
368,1,1,18,1,1,1,2,3,0,3,0,1,2,1,0,0,1,1,0,1,1,1,1,5,2,3,1,2,4,0,11,10,10,31,10.333333333333334
369,1,1,18,0,1,1,4,4,2,4,1,1,3,2,0,0,1,1,0,0,1,1,1,3,2,2,4,2,5,10,14,12,11,37,12.333333333333334
370,1,1,19,1,0,1,3,2,3,3,2,2,2,2,2,0,0,0,1,1,1,0,1,3,2,2,1,1,3,4,7,7,9,23,7.666666666666667
371,1,0,18,0,0,1,1,2,0,3,1,1,3,1,0,0,1,1,1,1,0,1,1,4,3,3,2,3,3,3,14,12,12,38,12.666666666666666
372,1,1,17,1,1,1,2,2,2,0,2,0,1,3,0,0,0,0,1,1,1,0,1,3,4,3,1,1,3,8,13,11,11,35,11.666666666666666
373,1,1,17,0,1,1,1,2,2,2,0,0,1,1,0,0,0,0,1,1,1,1,0,3,5,5,1,3,1,14,6,5,5,16,5.333333333333333
374,1,1,18,0,0,1,4,4,2,2,3,0,2,3,0,0,0,0,0,1,1,1,0,5,4,4,1,1,1,0,19,18,19,56,18.666666666666668
375,1,1,18,0,1,1,1,1,2,2,2,0,4,3,0,0,0,0,0,1,1,1,0,4,3,2,1,2,4,2,8,8,10,26,8.666666666666666
376,1,1,20,1,1,1,4,2,1,2,0,2,2,3,2,0,1,1,0,0,1,1,1,5,4,3,1,1,3,4,15,14,15,44,14.666666666666666
377,1,1,18,0,0,1,4,4,4,3,0,0,1,2,0,0,0,1,1,1,1,1,0,5,4,3,3,4,2,4,8,9,10,27,9.0
378,1,1,18,1,1,1,3,3,2,2,2,0,1,2,0,0,0,1,0,1,1,1,1,4,1,3,1,2,1,0,15,15,15,45,15.0
379,1,1,17,0,1,1,3,1,0,2,3,0,1,2,0,0,1,1,1,0,1,1,0,4,5,4,2,3,1,17,10,10,10,30,10.0
380,1,0,18,1,1,1,4,4,4,4,2,1,1,2,0,0,0,1,1,0,1,1,0,3,2,4,1,4,2,4,15,14,14,43,14.333333333333334
381,1,0,18,0,1,1,2,1,2,2,1,0,2,1,0,0,0,0,1,0,1,1,1,4,4,3,1,3,5,5,7,6,7,20,6.666666666666667
382,1,0,17,1,1,1,2,3,2,3,2,1,2,2,0,0,0,0,1,1,1,1,0,4,4,3,1,1,3,2,11,11,10,32,10.666666666666666
383,1,0,19,0,1,1,1,1,2,3,1,0,2,1,1,0,0,0,0,1,1,0,0,4,3,2,1,3,5,0,6,5,0,11,3.6666666666666665
384,1,0,18,0,1,1,4,2,2,2,2,1,2,1,1,0,0,1,0,1,1,0,0,5,4,3,4,3,3,14,6,5,5,16,5.333333333333333
385,1,1,18,0,1,1,2,2,0,2,1,0,2,3,0,0,0,1,0,1,1,0,0,5,3,3,1,3,4,2,10,9,10,29,9.666666666666666
386,1,1,18,0,1,1,4,4,4,0,3,0,3,1,0,0,1,1,1,1,1,1,1,4,4,3,2,2,5,7,6,5,6,17,5.666666666666667
387,1,1,19,0,1,1,2,3,3,2,0,0,1,3,1,0,0,0,1,0,1,1,0,5,4,2,1,2,5,0,7,5,0,12,4.0
388,1,1,18,1,0,1,3,1,4,3,0,0,1,2,0,0,1,1,0,1,1,1,0,4,3,4,1,1,1,0,7,9,8,24,8.0
389,1,1,18,1,1,1,1,1,2,2,0,0,2,2,1,0,0,0,1,1,1,0,0,1,1,1,1,1,5,0,6,5,0,11,3.6666666666666665
390,1,0,20,1,0,0,2,2,3,3,0,2,1,2,2,0,1,1,0,1,1,0,0,5,5,4,4,5,4,11,9,9,9,27,9.0
391,1,0,17,1,0,1,3,1,3,3,0,0,2,1,0,0,0,0,0,0,1,1,0,2,4,5,3,4,2,3,14,16,16,46,15.333333333333334
392,1,0,21,0,1,1,1,1,2,2,0,2,1,1,3,0,0,0,0,0,1,0,0,5,5,3,3,3,3,3,10,8,7,25,8.333333333333334
393,1,0,18,0,0,1,3,2,3,2,0,0,3,1,0,0,0,0,0,0,1,1,0,4,4,1,3,4,5,0,11,12,10,33,11.0
394,1,0,19,1,0,1,1,1,2,0,0,1,1,1,0,0,0,0,0,1,1,1,0,3,2,3,3,3,5,5,8,9,9,26,8.666666666666666
